Song,Singer,Lyrics,words_splited,list_bunda,list_bumbum,list_rebolar,list_cama,list_colchao,Total_words,count_bunda,count_rebolar,count_bumbum,count_colchão,count_cama,Total_sexual_words
Brisa,IZA,"sente a vibração que o som chegou bota o pé na areia e deixa a onda entrar ta geral na pilha então ""demorô"" vem que é da boa e tu vai gostar  eu to na brisa e nada me abala que delicia e hoje eu to de boa  eu to na brisa e nada me abala que delicia e assim eu canto  yeah yeah yeah yeah yeah yeah yeah yeah se joga nessa brisa até o dia amanhecer  yeah yeah yeah yeah yeah yeah yeah yeah se joga nessa brisa até o dia amanhecer  então passa lá em casa to fazendo vários nada traz o isopor porque hoje a tarde vai da praia  presta atenção que hoje a missão é ficar suave numa boa tranquilão","['sente', 'a', 'vibração', 'que', 'o', 'som', 'chegou', 'bota', 'o', 'pé', 'na', 'areia', 'e', 'deixa', 'a', 'onda', 'entrar', 'ta', 'geral', 'na', 'pilha', 'então', 'demorô', 'vem', 'que', 'é', 'da', 'boa', 'e', 'tu', 'vai', 'gostar', 'eu', 'to', 'na', 'brisa', 'e', 'nada', 'me', 'abala', 'que', 'delicia', 'e', 'hoje', 'eu', 'to', 'de', 'boa', 'eu', 'to', 'na', 'brisa', 'e', 'nada', 'me', 'abala', 'que', 'delicia', 'e', 'assim', 'eu', 'canto', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'se', 'joga', 'nessa', 'brisa', 'até', 'o', 'dia', 'amanhecer', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'se', 'joga', 'nessa', 'brisa', 'até', 'o', 'dia', 'amanhecer', 'então', 'passa', 'lá', 'em', 'casa', 'to', 'fazendo', 'vários', 'nada', 'traz', 'o', 'isopor', 'porque', 'hoje', 'a', 'tarde', 'vai', 'da', 'praia', 'presta', 'atenção', 'que', 'hoje', 'a', 'missão', 'é', 'ficar', 'suave', 'numa', 'boa', 'tranquilão']",[],[],[],[],[],589,0,0,0,0,0,0
Tiro Certo,Zé Felipe,amar não tava nos meus planos não tava procurando mas eu encontrei agora tô aqui falando foi o erro mais lindo que eu acertei  você você virou o meu mundo de ponta cabeça se um dia do amor duvidei hoje eu tenho certeza  tiro certo bem na mosca eu nem mirei quando acertei sua boca tiro certo bem na mosca era pra ser só uma noite eu acertei  ai ai ai ai ai ai era pra ser só uma noite eu acertei foi uma vida toda ai ai ai ai ai ai era pra ser só uma noite eu acertei uma vida toda,"['amar', 'não', 'tava', 'nos', 'meus', 'planos', 'não', 'tava', 'procurando', 'mas', 'eu', 'encontrei', 'agora', 'tô', 'aqui', 'falando', 'foi', 'o', 'erro', 'mais', 'lindo', 'que', 'eu', 'acertei', 'você', 'você', 'virou', 'o', 'meu', 'mundo', 'de', 'ponta', 'cabeça', 'se', 'um', 'dia', 'do', 'amor', 'duvidei', 'hoje', 'eu', 'tenho', 'certeza', 'tiro', 'certo', 'bem', 'na', 'mosca', 'eu', 'nem', 'mirei', 'quando', 'acertei', 'sua', 'boca', 'tiro', 'certo', 'bem', 'na', 'mosca', 'era', 'pra', 'ser', 'só', 'uma', 'noite', 'eu', 'acertei', 'ai', 'ai', 'ai', 'ai', 'ai', 'ai', 'era', 'pra', 'ser', 'só', 'uma', 'noite', 'eu', 'acertei', 'foi', 'uma', 'vida', 'toda', 'ai', 'ai', 'ai', 'ai', 'ai', 'ai', 'era', 'pra', 'ser', 'só', 'uma', 'noite', 'eu', 'acertei', 'uma', 'vida', 'toda']",[],[],[],[],[],481,0,0,0,0,0,0
Pupila,Anavitória,como que eu vou dizer pra ela que eu gosto do seu cheiro da cor do seu cabelo que ela faz minha pupila dilatar? eu quero dizer pra ele que a rima fez efeito agora eu penso o dia inteiro só ele faz minha pupila dilatar  ta tara tara ta ta ta ta tara tara ta ta ta ta tara tara taa  sabe depois que eu te conheci ficou difícil de viver eu fico aqui imaginando coisas com você viu? o nosso som é parecido será que isso é obra do destino? pensando bem contigo até combino  como que eu vou dizer pra ela que eu gosto do seu cheiro da cor do seu cabelo que ela faz minha pupila dilatar? eu quero dizer pra ele que a rima fez efeito e agora eu penso o dia inteiro só ele faz minha pupila dilatar  ta tara tara ta ta ta ta tara tara ta ta ta ta tara tara taa  faz de conta que eu te conheço bem quero algum atalho pra te convencer que a gente se combina só você não vê mas eu vejo eu vejo ah ensaio no espelho pra tentar ligar invento mil acasos pra te esbarrar por aí não sei o que eu faço eu quero mais eu quero mais de ti  como que eu vou dizer pra ela que eu gosto do seu cheiro da cor do seu cabelo que ela faz minha pupila dilatar? eu quero dizer pra ele que a rima fez efeito e agora eu penso o dia inteiro só ele faz minha pupila dilatar  é bom demais querer alguém eu quero você (e eu quero você) eu quero você é bom demais querer alguém e é você que eu quero (e é você que eu quero) e é você  como que eu vou dizer pra ele que eu quero aquele beijo que eu sei guardar segredo? ninguém precisa nem desconfiar eu quero dizer pra ela que eu amo o seu jeito que o seu óculos é maneiro que ela faz minha pupila dilatar  ta tara tara ta ta ta ta tara tara ta ta ta que ela faz minha pupila dilatar ta tara tara ta ta ta ta tara tara ta ta ta ta tara tara taa,"['como', 'que', 'eu', 'vou', 'dizer', 'pra', 'ela', 'que', 'eu', 'gosto', 'do', 'seu', 'cheiro', 'da', 'cor', 'do', 'seu', 'cabelo', 'que', 'ela', 'faz', 'minha', 'pupila', 'dilatar', 'eu', 'quero', 'dizer', 'pra', 'ele', 'que', 'a', 'rima', 'fez', 'efeito', 'agora', 'eu', 'penso', 'o', 'dia', 'inteiro', 'só', 'ele', 'faz', 'minha', 'pupila', 'dilatar', 'ta', 'tara', 'tara', 'ta', 'ta', 'ta', 'ta', 'tara', 'tara', 'ta', 'ta', 'ta', 'ta', 'tara', 'tara', 'taa', 'sabe', 'depois', 'que', 'eu', 'te', 'conheci', 'ficou', 'difícil', 'de', 'viver', 'eu', 'fico', 'aqui', 'imaginando', 'coisas', 'com', 'você', 'viu', 'o', 'nosso', 'som', 'é', 'parecido', 'será', 'que', 'isso', 'é', 'obra', 'do', 'destino', 'pensando', 'bem', 'contigo', 'até', 'combino', 'como', 'que', 'eu', 'vou', 'dizer', 'pra', 'ela', 'que', 'eu', 'gosto', 'do', 'seu', 'cheiro', 'da', 'cor', 'do', 'seu', 'cabelo', 'que', 'ela', 'faz', 'minha', 'pupila', 'dilatar', 'eu', 'quero', 'dizer', 'pra', 'ele', 'que', 'a', 'rima', 'fez', 'efeito', 'e', 'agora', 'eu', 'penso', 'o', 'dia', 'inteiro', 'só', 'ele', 'faz', 'minha', 'pupila', 'dilatar', 'ta', 'tara', 'tara', 'ta', 'ta', 'ta', 'ta', 'tara', 'tara', 'ta', 'ta', 'ta', 'ta', 'tara', 'tara', 'taa', 'faz', 'de', 'conta', 'que', 'eu', 'te', 'conheço', 'bem', 'quero', 'algum', 'atalho', 'pra', 'te', 'convencer', 'que', 'a', 'gente', 'se', 'combina', 'só', 'você', 'não', 'vê', 'mas', 'eu', 'vejo', 'eu', 'vejo', 'ah', 'ensaio', 'no', 'espelho', 'pra', 'tentar', 'ligar', 'invento', 'mil', 'acasos', 'pra', 'te', 'esbarrar', 'por', 'aí', 'não', 'sei', 'o', 'que', 'eu', 'faço', 'eu', 'quero', 'mais', 'eu', 'quero', 'mais', 'de', 'ti', 'como', 'que', 'eu', 'vou', 'dizer', 'pra', 'ela', 'que', 'eu', 'gosto', 'do', 'seu', 'cheiro', 'da', 'cor', 'do', 'seu', 'cabelo', 'que', 'ela', 'faz', 'minha', 'pupila', 'dilatar', 'eu', 'quero', 'dizer', 'pra', 'ele', 'que', 'a', 'rima', 'fez', 'efeito', 'e', 'agora', 'eu', 'penso', 'o', 'dia', 'inteiro', 'só', 'ele', 'faz', 'minha', 'pupila', 'dilatar', 'é', 'bom', 'demais', 'querer', 'alguém', 'eu', 'quero', 'você', 'e', 'eu', 'quero', 'você', 'eu', 'quero', 'você', 'é', 'bom', 'demais', 'querer', 'alguém', 'e', 'é', 'você', 'que', 'eu', 'quero', 'e', 'é', 'você', 'que', 'eu', 'quero', 'e', 'é', 'você', 'como', 'que', 'eu', 'vou', 'dizer', 'pra', 'ele', 'que', 'eu', 'quero', 'aquele', 'beijo', 'que', 'eu', 'sei', 'guardar', 'segredo', 'ninguém', 'precisa', 'nem', 'desconfiar', 'eu', 'quero', 'dizer', 'pra', 'ela', 'que', 'eu', 'amo', 'o', 'seu', 'jeito', 'que', 'o', 'seu', 'óculos', 'é', 'maneiro', 'que', 'ela', 'faz', 'minha', 'pupila', 'dilatar', 'ta', 'tara', 'tara', 'ta', 'ta', 'ta', 'ta', 'tara', 'tara', 'ta', 'ta', 'ta', 'que', 'ela', 'faz', 'minha', 'pupila', 'dilatar', 'ta', 'tara', 'tara', 'ta', 'ta', 'ta', 'ta', 'tara', 'tara', 'ta', 'ta', 'ta', 'ta', 'tara', 'tara', 'taa']",[],[],[],[],[],1754,0,0,0,0,0,0
menina solta,Giulia Be,"ela era lá da barra e ele de ipanema foram ver o campeonato lá em saquarema achando que ia da bom mas só deu problema  a mina chegou gigante cheia dos esquema o ""moleque"" apaixonado e ela toda plena ele queria um amor e ela só tinha pena  enquanto ele dormia mal ele sabia que lá no pé da areia outro chama de sereia essa menina solta essa menina solta  enquanto ele dormia mal ele sabia que lá na casa dela ela sentava e escolhia quem ela queria essa menina solta  vai ter que supera a a a vai ter que supera a a a essa menina solta essa menina solta  saquarema tava quente e ela toda fria falando que ia pra festa que ela nem ia mesmo levando um perdido ele não desistia  apegado nos momentos que tiveram um dia sem noção da situação que ele se metia doido sem entender o game que ela fazia ! vai menina!  enquanto ele dormia mal ele sabia que lá no pé da areia outro chama de sereia essa menina solta essa menina solta  enquanto ele dormia mal ele sabia que lá na casa dela ela sentava e escolhia quem ela queria essa menina solta  vai ter que supera a a a vai ter que supera a a a essa menina solta essa menina solta  logo logo ele que era difícil de se apaixonar logo ele! vai ter que supera a a a ele vai ter que superaar  vai ter que supera a a a vai ter que supera a a a essa menina solta essa menina solta","['ela', 'era', 'lá', 'da', 'barra', 'e', 'ele', 'de', 'ipanema', 'foram', 'ver', 'o', 'campeonato', 'lá', 'em', 'saquarema', 'achando', 'que', 'ia', 'da', 'bom', 'mas', 'só', 'deu', 'problema', 'a', 'mina', 'chegou', 'gigante', 'cheia', 'dos', 'esquema', 'o', 'moleque', 'apaixonado', 'e', 'ela', 'toda', 'plena', 'ele', 'queria', 'um', 'amor', 'e', 'ela', 'só', 'tinha', 'pena', 'enquanto', 'ele', 'dormia', 'mal', 'ele', 'sabia', 'que', 'lá', 'no', 'pé', 'da', 'areia', 'outro', 'chama', 'de', 'sereia', 'essa', 'menina', 'solta', 'essa', 'menina', 'solta', 'enquanto', 'ele', 'dormia', 'mal', 'ele', 'sabia', 'que', 'lá', 'na', 'casa', 'dela', 'ela', 'sentava', 'e', 'escolhia', 'quem', 'ela', 'queria', 'essa', 'menina', 'solta', 'vai', 'ter', 'que', 'supera', 'a', 'a', 'a', 'vai', 'ter', 'que', 'supera', 'a', 'a', 'a', 'essa', 'menina', 'solta', 'essa', 'menina', 'solta', 'saquarema', 'tava', 'quente', 'e', 'ela', 'toda', 'fria', 'falando', 'que', 'ia', 'pra', 'festa', 'que', 'ela', 'nem', 'ia', 'mesmo', 'levando', 'um', 'perdido', 'ele', 'não', 'desistia', 'apegado', 'nos', 'momentos', 'que', 'tiveram', 'um', 'dia', 'sem', 'noção', 'da', 'situação', 'que', 'ele', 'se', 'metia', 'doido', 'sem', 'entender', 'o', 'game', 'que', 'ela', 'fazia', 'vai', 'menina', 'enquanto', 'ele', 'dormia', 'mal', 'ele', 'sabia', 'que', 'lá', 'no', 'pé', 'da', 'areia', 'outro', 'chama', 'de', 'sereia', 'essa', 'menina', 'solta', 'essa', 'menina', 'solta', 'enquanto', 'ele', 'dormia', 'mal', 'ele', 'sabia', 'que', 'lá', 'na', 'casa', 'dela', 'ela', 'sentava', 'e', 'escolhia', 'quem', 'ela', 'queria', 'essa', 'menina', 'solta', 'vai', 'ter', 'que', 'supera', 'a', 'a', 'a', 'vai', 'ter', 'que', 'supera', 'a', 'a', 'a', 'essa', 'menina', 'solta', 'essa', 'menina', 'solta', 'logo', 'logo', 'ele', 'que', 'era', 'difícil', 'de', 'se', 'apaixonar', 'logo', 'ele', 'vai', 'ter', 'que', 'supera', 'a', 'a', 'a', 'ele', 'vai', 'ter', 'que', 'superaar', 'vai', 'ter', 'que', 'supera', 'a', 'a', 'a', 'vai', 'ter', 'que', 'supera', 'a', 'a', 'a', 'essa', 'menina', 'solta', 'essa', 'menina', 'solta']",[],[],[],[],[],1314,0,0,0,0,0,0
Terremoto,Kevinho,ladies and gentlemen essa mina gosta de tocar o terror cê acredita? quem diria hein?  essa mina é sem vergonha gosta de tocar o terror já me deu até insônia meu sossego acabou pesadelo da invejosa sonho de quem não provou  quando ela desce é igual terremoto ela senta e não para ela toca o terror quando ela desce é igual terremoto ela senta e não para ela toca o terror quando eu desço é igual terremoto rebolo eu não paro toco o terror quando eu desço é igual terremoto rebolo eu não paro toco o terror  atrevida poderosa gosto de tocar o terror pra te ver perdendo a linha teu sossego acabou pesadelo da invejosa teu desejo eu sei que eu sou  quando eu desço é igual terremoto rebolo eu não paro toco o terror quando eu desço é igual terremoto rebolo eu não paro toco o terror quando ela desce é igual terremoto ela senta e não para ela toca o terror quando ela desce é igual terremoto ela senta e não para  e ela entrou na minha mente de um jeito indecente não como mais não durmo mais eu vou ficar doente tá querendo de novo já caiu no meu jogo não pode se queimar então pra que brincar com fogo? mas eu sou artilheiro e eu vou virar o jogo eu vou partir pra cima de virada é mais gostoso eu ganho essa parada pode ficar ligada vai ver que eu sou zica haha cê acredita?  quando eu desço é igual terremoto rebolo eu não paro toco o terror quando eu desço é igual terremoto rebolo eu não paro toco o terror quando ela desce é igual terremoto ela senta e não para ela toca o terror  eu desço não paro rebolo eu toco o terror e ela desce não para rebola toca o terror eu desço não paro rebolo eu toco o terror e ela desce não para rebola toca o terror  chama fio (an) anitta (hmm) quando você rebola é tipo como? é tipo terremoto quem diria? cê acredita?,"['ladies', 'and', 'gentlemen', 'essa', 'mina', 'gosta', 'de', 'tocar', 'o', 'terror', 'cê', 'acredita', 'quem', 'diria', 'hein', 'essa', 'mina', 'é', 'sem', 'vergonha', 'gosta', 'de', 'tocar', 'o', 'terror', 'já', 'me', 'deu', 'até', 'insônia', 'meu', 'sossego', 'acabou', 'pesadelo', 'da', 'invejosa', 'sonho', 'de', 'quem', 'não', 'provou', 'quando', 'ela', 'desce', 'é', 'igual', 'terremoto', 'ela', 'senta', 'e', 'não', 'para', 'ela', 'toca', 'o', 'terror', 'quando', 'ela', 'desce', 'é', 'igual', 'terremoto', 'ela', 'senta', 'e', 'não', 'para', 'ela', 'toca', 'o', 'terror', 'quando', 'eu', 'desço', 'é', 'igual', 'terremoto', 'rebolo', 'eu', 'não', 'paro', 'toco', 'o', 'terror', 'quando', 'eu', 'desço', 'é', 'igual', 'terremoto', 'rebolo', 'eu', 'não', 'paro', 'toco', 'o', 'terror', 'atrevida', 'poderosa', 'gosto', 'de', 'tocar', 'o', 'terror', 'pra', 'te', 'ver', 'perdendo', 'a', 'linha', 'teu', 'sossego', 'acabou', 'pesadelo', 'da', 'invejosa', 'teu', 'desejo', 'eu', 'sei', 'que', 'eu', 'sou', 'quando', 'eu', 'desço', 'é', 'igual', 'terremoto', 'rebolo', 'eu', 'não', 'paro', 'toco', 'o', 'terror', 'quando', 'eu', 'desço', 'é', 'igual', 'terremoto', 'rebolo', 'eu', 'não', 'paro', 'toco', 'o', 'terror', 'quando', 'ela', 'desce', 'é', 'igual', 'terremoto', 'ela', 'senta', 'e', 'não', 'para', 'ela', 'toca', 'o', 'terror', 'quando', 'ela', 'desce', 'é', 'igual', 'terremoto', 'ela', 'senta', 'e', 'não', 'para', 'e', 'ela', 'entrou', 'na', 'minha', 'mente', 'de', 'um', 'jeito', 'indecente', 'não', 'como', 'mais', 'não', 'durmo', 'mais', 'eu', 'vou', 'ficar', 'doente', 'tá', 'querendo', 'de', 'novo', 'já', 'caiu', 'no', 'meu', 'jogo', 'não', 'pode', 'se', 'queimar', 'então', 'pra', 'que', 'brincar', 'com', 'fogo', 'mas', 'eu', 'sou', 'artilheiro', 'e', 'eu', 'vou', 'virar', 'o', 'jogo', 'eu', 'vou', 'partir', 'pra', 'cima', 'de', 'virada', 'é', 'mais', 'gostoso', 'eu', 'ganho', 'essa', 'parada', 'pode', 'ficar', 'ligada', 'vai', 'ver', 'que', 'eu', 'sou', 'zica', 'haha', 'cê', 'acredita', 'quando', 'eu', 'desço', 'é', 'igual', 'terremoto', 'rebolo', 'eu', 'não', 'paro', 'toco', 'o', 'terror', 'quando', 'eu', 'desço', 'é', 'igual', 'terremoto', 'rebolo', 'eu', 'não', 'paro', 'toco', 'o', 'terror', 'quando', 'ela', 'desce', 'é', 'igual', 'terremoto', 'ela', 'senta', 'e', 'não', 'para', 'ela', 'toca', 'o', 'terror', 'eu', 'desço', 'não', 'paro', 'rebolo', 'eu', 'toco', 'o', 'terror', 'e', 'ela', 'desce', 'não', 'para', 'rebola', 'toca', 'o', 'terror', 'eu', 'desço', 'não', 'paro', 'rebolo', 'eu', 'toco', 'o', 'terror', 'e', 'ela', 'desce', 'não', 'para', 'rebola', 'toca', 'o', 'terror', 'chama', 'fio', 'an', 'anitta', 'hmm', 'quando', 'você', 'rebola', 'é', 'tipo', 'como', 'é', 'tipo', 'terremoto', 'quem', 'diria', 'cê', 'acredita']",[],[],"['rebolo', 'rebolo', 'rebolo', 'rebolo', 'rebolo', 'rebolo', 'rebolo', 'rebola', 'rebolo', 'rebola', 'rebola']",[],[],1755,0,11,0,0,0,11
Casal Raiz,Xand Avião,faltou dinheiro aqui cê tem aí amor? amar é dividir não é vergonha não aqui é parceria isso que é relação ela toma cachaça comigo não reclama da roupa no chão se ela bebe sou eu que dirijo espero ela no salão agora pense aí num casalzão a gente não liga pro que o povo diz quem ama também briga também xinga e sempre volta sabe esses ‘casal' nutella que bloqueia e para de seguir aqui não aqui é casal raiz,"['faltou', 'dinheiro', 'aqui', 'cê', 'tem', 'aí', 'amor', 'amar', 'é', 'dividir', 'não', 'é', 'vergonha', 'não', 'aqui', 'é', 'parceria', 'isso', 'que', 'é', 'relação', 'ela', 'toma', 'cachaça', 'comigo', 'não', 'reclama', 'da', 'roupa', 'no', 'chão', 'se', 'ela', 'bebe', 'sou', 'eu', 'que', 'dirijo', 'espero', 'ela', 'no', 'salão', 'agora', 'pense', 'aí', 'num', 'casalzão', 'a', 'gente', 'não', 'liga', 'pro', 'que', 'o', 'povo', 'diz', 'quem', 'ama', 'também', 'briga', 'também', 'xinga', 'e', 'sempre', 'volta', 'sabe', 'esses', 'casal', 'nutella', 'que', 'bloqueia', 'e', 'para', 'de', 'seguir', 'aqui', 'não', 'aqui', 'é', 'casal', 'raiz']",[],[],[],[],[],406,0,0,0,0,0,0
SENTADÃO,Pedro Sampaio,instigada essa danada movimenta e vem por cima vai sentando re rebolando vai vai sentando re rebolando vai!  instigada essa danada movimenta e vem por cima vai sentando re rebolando vai vai vai vai vai  (x2) sentadão sentadão olha o movimento que ela faz jogando esse bundão no chão  chão chão chão chão chão jogando o seu bundão no chão chão chão chão chão  sentadão  batida envolvente na malemolência no beat ela senta e representa senta senta  sentadão sentadão  felipe original fala tu que eu tô cansado pe dro sam pai o vai!,"['instigada', 'essa', 'danada', 'movimenta', 'e', 'vem', 'por', 'cima', 'vai', 'sentando', 're', 'rebolando', 'vai', 'vai', 'sentando', 're', 'rebolando', 'vai', 'instigada', 'essa', 'danada', 'movimenta', 'e', 'vem', 'por', 'cima', 'vai', 'sentando', 're', 'rebolando', 'vai', 'vai', 'vai', 'vai', 'vai', 'x2', 'sentadão', 'sentadão', 'olha', 'o', 'movimento', 'que', 'ela', 'faz', 'jogando', 'esse', 'bundão', 'no', 'chão', 'chão', 'chão', 'chão', 'chão', 'chão', 'jogando', 'o', 'seu', 'bundão', 'no', 'chão', 'chão', 'chão', 'chão', 'chão', 'sentadão', 'batida', 'envolvente', 'na', 'malemolência', 'no', 'beat', 'ela', 'senta', 'e', 'representa', 'senta', 'senta', 'sentadão', 'sentadão', 'felipe', 'original', 'fala', 'tu', 'que', 'eu', 'tô', 'cansado', 'pe', 'dro', 'sam', 'pai', 'o', 'vai']","['bundão', 'bundão']",[],"['rebolando', 'rebolando', 'rebolando']",[],[],529,2,3,0,0,0,5
Meu talismã,Iza,quando a intimidade chega ir embora é uma opção permanecer também escolher ficar é para quem entendeu que a verdadeira magia não está no destino aliás não há destino só existe eu e você o resto é poesia pro nosso amor para nossa dor para nós meu talismã  ei você ainda não percebeu depois do que aconteceu só sobrou nós dois agora é só você e eu  só viajar nem pega o passaporte e 'cê me leva pra qualquer lugar sem hora pra voltar  nosso amor ninguém supera e se eu contar dá uma novela o que é nosso é luz e se cortarem a luz a gente vai jantar a luz de velas  você me traz sorte é o meu talismã sonho com você quero ter você todas as manhãs  você me traz sorte é o meu talismã sonho com você quero ter você todas as manhãs  e quando os boleto vai ficando sem um puto mas se a gente tem amor a gente tá no lucro  um pagodinho pra esquecer ouvindo spc um funk eu e você um dog e dois suco  você é a coisa mais perfeita feita nesse mundo é complicado e perfeitinho tipo raimundos  é assim em dias de luta e dias de glória só os loucos sabem o que a gente faz em um segundo  nosso amor ninguém supera e se eu contar dá uma novela o que é nosso é luz e se cortarem a luz a gente vai jantar a luz de velas  você me traz sorte é o meu talismã sonho com você quero ter você todas as manhãs  você me traz sorte é o meu talismã sonho com você quero ter você todas as manhãs  todas as manhãs sonho com você sonho com você,"['quando', 'a', 'intimidade', 'chega', 'ir', 'embora', 'é', 'uma', 'opção', 'permanecer', 'também', 'escolher', 'ficar', 'é', 'para', 'quem', 'entendeu', 'que', 'a', 'verdadeira', 'magia', 'não', 'está', 'no', 'destino', 'aliás', 'não', 'há', 'destino', 'só', 'existe', 'eu', 'e', 'você', 'o', 'resto', 'é', 'poesia', 'pro', 'nosso', 'amor', 'para', 'nossa', 'dor', 'para', 'nós', 'meu', 'talismã', 'ei', 'você', 'ainda', 'não', 'percebeu', 'depois', 'do', 'que', 'aconteceu', 'só', 'sobrou', 'nós', 'dois', 'agora', 'é', 'só', 'você', 'e', 'eu', 'só', 'viajar', 'nem', 'pega', 'o', 'passaporte', 'e', 'cê', 'me', 'leva', 'pra', 'qualquer', 'lugar', 'sem', 'hora', 'pra', 'voltar', 'nosso', 'amor', 'ninguém', 'supera', 'e', 'se', 'eu', 'contar', 'dá', 'uma', 'novela', 'o', 'que', 'é', 'nosso', 'é', 'luz', 'e', 'se', 'cortarem', 'a', 'luz', 'a', 'gente', 'vai', 'jantar', 'a', 'luz', 'de', 'velas', 'você', 'me', 'traz', 'sorte', 'é', 'o', 'meu', 'talismã', 'sonho', 'com', 'você', 'quero', 'ter', 'você', 'todas', 'as', 'manhãs', 'você', 'me', 'traz', 'sorte', 'é', 'o', 'meu', 'talismã', 'sonho', 'com', 'você', 'quero', 'ter', 'você', 'todas', 'as', 'manhãs', 'e', 'quando', 'os', 'boleto', 'vai', 'ficando', 'sem', 'um', 'puto', 'mas', 'se', 'a', 'gente', 'tem', 'amor', 'a', 'gente', 'tá', 'no', 'lucro', 'um', 'pagodinho', 'pra', 'esquecer', 'ouvindo', 'spc', 'um', 'funk', 'eu', 'e', 'você', 'um', 'dog', 'e', 'dois', 'suco', 'você', 'é', 'a', 'coisa', 'mais', 'perfeita', 'feita', 'nesse', 'mundo', 'é', 'complicado', 'e', 'perfeitinho', 'tipo', 'raimundos', 'é', 'assim', 'em', 'dias', 'de', 'luta', 'e', 'dias', 'de', 'glória', 'só', 'os', 'loucos', 'sabem', 'o', 'que', 'a', 'gente', 'faz', 'em', 'um', 'segundo', 'nosso', 'amor', 'ninguém', 'supera', 'e', 'se', 'eu', 'contar', 'dá', 'uma', 'novela', 'o', 'que', 'é', 'nosso', 'é', 'luz', 'e', 'se', 'cortarem', 'a', 'luz', 'a', 'gente', 'vai', 'jantar', 'a', 'luz', 'de', 'velas', 'você', 'me', 'traz', 'sorte', 'é', 'o', 'meu', 'talismã', 'sonho', 'com', 'você', 'quero', 'ter', 'você', 'todas', 'as', 'manhãs', 'você', 'me', 'traz', 'sorte', 'é', 'o', 'meu', 'talismã', 'sonho', 'com', 'você', 'quero', 'ter', 'você', 'todas', 'as', 'manhãs', 'todas', 'as', 'manhãs', 'sonho', 'com', 'você', 'sonho', 'com', 'você']",[],[],[],[],[],1413,0,0,0,0,0,0
Surto De Amor,Bruno e Marrone,ela tava tão linda mesmo abraçando ele o amor da minha vida sendo exibida de troféu pra ele  vez ou outra me olhava como quem diz vem cá e na frente do povo num surto de amor peguei ela nos braços e a festa parou a gente se beijando e o mundo caindo um inconformado e “dois doido varrido” e os convidados de queixo caído me vendo levar ela embora comigo,"['ela', 'tava', 'tão', 'linda', 'mesmo', 'abraçando', 'ele', 'o', 'amor', 'da', 'minha', 'vida', 'sendo', 'exibida', 'de', 'troféu', 'pra', 'ele', 'vez', 'ou', 'outra', 'me', 'olhava', 'como', 'quem', 'diz', 'vem', 'cá', 'e', 'na', 'frente', 'do', 'povo', 'num', 'surto', 'de', 'amor', 'peguei', 'ela', 'nos', 'braços', 'e', 'a', 'festa', 'parou', 'a', 'gente', 'se', 'beijando', 'e', 'o', 'mundo', 'caindo', 'um', 'inconformado', 'e', 'dois', 'doido', 'varrido', 'e', 'os', 'convidados', 'de', 'queixo', 'caído', 'me', 'vendo', 'levar', 'ela', 'embora', 'comigo']",[],[],[],[],[],353,0,0,0,0,0,0
Casal Modão,Michel Teló,"se for pra namorar e não ter parceira de farra eu nem quero eu nem quero se for pra sair junto onde não toca sertanejo eu nem quero eu nem quero por isso que a gente combinou é pouca frescura e muito amor  nós dois não é casal modinha ""nois"" é casal modão que vai junto ""pro"" boteco tomar uma ouvindo voz e violão  nós dois não é casal modinha ""nois"" é casal modão nada contra o ""tutis-tutis"" da balada mas esse é o nosso batidão","['se', 'for', 'pra', 'namorar', 'e', 'não', 'ter', 'parceira', 'de', 'farra', 'eu', 'nem', 'quero', 'eu', 'nem', 'quero', 'se', 'for', 'pra', 'sair', 'junto', 'onde', 'não', 'toca', 'sertanejo', 'eu', 'nem', 'quero', 'eu', 'nem', 'quero', 'por', 'isso', 'que', 'a', 'gente', 'combinou', 'é', 'pouca', 'frescura', 'e', 'muito', 'amor', 'nós', 'dois', 'não', 'é', 'casal', 'modinha', 'nois', 'é', 'casal', 'modão', 'que', 'vai', 'junto', 'pro', 'boteco', 'tomar', 'uma', 'ouvindo', 'voz', 'e', 'violão', 'nós', 'dois', 'não', 'é', 'casal', 'modinha', 'nois', 'é', 'casal', 'modão', 'nada', 'contra', 'o', 'tutis', 'tutis', 'da', 'balada', 'mas', 'esse', 'é', 'o', 'nosso', 'batidão']",[],[],[],[],[],429,0,0,0,0,0,0
