,object_type,price,price_wo_extras,extras,size,rooms,floor,moovIn,balcony,lift,public_transport,shopping,rating,adress,publication_date,city,DateofScrapping,age,parking_out,pets_allowed,tv,kids_ok,KG,PS,SS,highway,parking_in
22975983,Wohnung,1350.0,1165.0,185.0,53.0,2.5,2.0,01.05.2020,1.0,,100.0,500.0,,"Zwyssigstrasse 41, 3007 Bern",,bern,2020-02-26,,,,1.0,,250.0,250.0,250.0,,
22983532,Wohnung,935.0,,,,1.0,,nachVereinbarung,,,,,,"Hildanusstrasse 18, 3013 Bern",2020-02-18,bern,2020-02-26,,,,,,,,,,
22976101,Wohnung,1750.0,,,80.0,3.0,,01.03.2020,,,,,,"Waldstätterstrasse 23, 3014 Bern",2020-02-18,bern,2020-02-26,,,,,,,,,,
17555800,Wohnung,2980.0,2680.0,300.0,102.0,4.0,4.0,01.05.2020,1.0,1.0,50.0,100.0,,"Viktoriastrasse 41, 3013 Bern",,bern,2020-02-26,1931,,,1.0,,,,,2000.0,
22974055,Wohnung,1804.0,1524.0,280.0,90.0,3.0,3.0,nachVereinbarung,,,,,,"Bolligenstrasse 46 A, 3006 Bern",2020-02-18,bern,2020-02-26,,,,,,,,,,
22974414,Wohnung,2850.0,2500.0,350.0,110.0,4.0,2.0,01.04.2020,1.0,1.0,250.0,250.0,2.0,"Gutenbergstrasse 29, 3011 Bern",,bern,2020-02-26,1920,,1.0,1.0,,250.0,250.0,250.0,,
22972384,Dachwohnung,1350.0,,,,2.5,,nachVereinbarung,,,,,,3014 Bern BE,2020-02-18,bern,2020-02-26,,,,,,,,,,
22976009,Wohnung,2220.0,2010.0,210.0,84.0,3.5,8.0,16.07.2020,1.0,1.0,100.0,450.0,4.0,"Hilfikerstrasse 4, 3014 Bern",,bern,2020-02-26,2020,,1.0,,,2510.0,1670.0,,,1.0
22968430,Wohnung,1290.0,1150.0,140.0,,1.0,4.0,01.05.2020,,,,,,"Rodtmattstrasse 83, 3014 Bern",2020-02-17,bern,2020-02-26,,,,,,,,,,
22972274,Wohnung,1040.0,,,,1.5,,nachVereinbarung,,,,,,3007 Bern BE,2020-02-18,bern,2020-02-26,,,,,,,,,,
22970510,Dachwohnung,1965.0,1745.0,220.0,89.0,3.5,4.0,16.03.2020,,,,,4.0,"Lagerweg 2, 3013 Bern",2020-02-17,bern,2020-02-26,1938,,1.0,1.0,,,16.0,,,
22969201,Dachwohnung,2900.0,2550.0,350.0,143.0,4.5,2.0,01.06.2020,1.0,,210.0,585.0,,"Kalcheggweg 27, 3006 Bern",2020-02-17,bern,2020-02-26,,1.0,,1.0,,680.0,850.0,,,
22972269,Wohnung,850.0,,,18.0,1.0,0.0,nachVereinbarung,1.0,,,,,"Sandrainstrasse 68, 3007 Bern BE",2020-02-18,bern,2020-02-26,,,,,,,,,,
22972268,Wohnung,690.0,,,15.0,1.0,4.0,sofort,,1.0,,,,"Seftigenstrasse 47, 3007 Bern BE",2020-02-18,bern,2020-02-26,2018,,,1.0,,,,,,
22970532,Wohnung,1320.0,1100.0,220.0,67.0,3.5,8.0,nachVereinbarung,,,200.0,400.0,,"Waldmannstrasse 53, 3027 Bern",,bern,2020-02-26,,,,,,300.0,670.0,1300.0,2000.0,
22970533,Wohnung,1320.0,1100.0,220.0,67.0,3.5,8.0,01.05.2020,,,200.0,250.0,,"Fellerstrasse 50, 3027 Bern",,bern,2020-02-26,,,,,,200.0,500.0,1300.0,2000.0,
22970327,Studio,880.0,750.0,130.0,33.0,1.0,3.0,01.05.2020,,1.0,50.0,100.0,4.0,"Mattenhofstr. 15, 3007 Bern",2020-02-17,bern,2020-02-26,1992,,1.0,1.0,1.0,500.0,500.0,1000.0,,1.0
22969161,Wohnung,1490.0,1340.0,150.0,,2.5,,01.05.2020,1.0,1.0,10.0,160.0,,"Winkelriedstrasse 68, 3014 Bern",,bern,2020-02-26,,,,1.0,,340.0,320.0,,,
22970590,Wohnung,1835.0,1505.0,330.0,104.0,4.5,2.0,01.05.2020,1.0,1.0,,,,"Werkgasse 40, 3018 Bern",2020-02-17,bern,2020-02-26,,1.0,,1.0,,,,,,
22965669,Wohnung,1750.0,,,87.0,3.0,,sofort,,,,,,"Waldstätterstrasse, 3014 Bern",2020-02-17,bern,2020-02-26,,,,,,,,,,
22965670,Attika,1350.0,1200.0,150.0,64.0,2.5,3.0,,1.0,,,,4.0,"Bümplizstrasse 173, 3018 Bern",2020-02-17,bern,2020-02-26,1951,,,1.0,,,,,,
22967255,Wohnung,2740.0,2490.0,250.0,,4.5,2.0,01.03.2020,1.0,,100.0,100.0,,"Frikartweg 11, 3006 Bern",,bern,2020-02-26,,,1.0,1.0,1.0,250.0,250.0,,,1.0
22970172,Wohnung,1480.0,1230.0,250.0,75.0,3.0,2.0,sofort,,,,,,"Freiburgstrasse 506, 3018 Bern",2020-02-17,bern,2020-02-26,,1.0,1.0,,,,,,,
22967543,Dachwohnung,1250.0,,,,2.0,,nachVereinbarung,,,,,,"Muristrasse 72, 3006 Bern",2020-02-17,bern,2020-02-26,,,,,,,,,,
22967107,Wohnung,1320.0,1150.0,170.0,53.0,3.0,2.0,01.05.2020,,,300.0,500.0,4.0,"Keltenstrasse 82, 3018 Bern",,bern,2020-02-26,1954,,,,,,,,,
22967185,Wohnung,1160.0,1000.0,160.0,,2.5,1.0,01.04.2020,1.0,,25.0,75.0,,"Schlossstrasse 124, 3008 Bern",,bern,2020-02-26,,,,1.0,,,,,300.0,
22965671,Wohnung,1440.0,,,69.0,3.0,,sofort,,,,,,"Bümpliz, 3018 Bern",2020-02-17,bern,2020-02-26,,,,,,,,,,
22975988,Wohnung,1430.0,1300.0,130.0,,2.0,2.0,01.05.2020,1.0,,,,,"Könizstrasse 4, 3008 Bern",2020-02-17,bern,2020-02-26,,,,,,,,,,
22965666,Wohnung,1200.0,,,,4.5,,sofort,,,,,,3014 Bern,2020-02-17,bern,2020-02-26,,,,,,,,,,
22965663,Wohnung,1550.0,,,70.0,4.0,,sofort,,,,,,3012 Bern,2020-02-17,bern,2020-02-26,,,,,,,,,,
22965117,Wohnung,1805.0,1510.0,295.0,63.0,3.5,,,,,,,,3007 Bern,2020-02-17,bern,2020-02-26,,,,,,,,,,
22965360,Wohnung,2870.0,2650.0,220.0,89.0,3.0,2.0,01.05.2020,,,80.0,30.0,,"Marktgasse 17, 3011 Bern",2020-02-17,bern,2020-02-26,1731,,,,,,,,,
22965114,Wohnung,1615.0,1400.0,215.0,63.0,3.0,,,,,,,,3007 Bern,2020-02-17,bern,2020-02-26,,,,,,,,,,
22967024,Wohnung,1805.0,1510.0,295.0,63.0,3.5,0.0,01.04.2020,,,350.0,400.0,3.0,"Kirchbühlweg 48, 3007 Bern",2020-02-17,bern,2020-02-26,1929,,,,,2200.0,550.0,280.0,,
22965361,Wohnung,1615.0,1400.0,215.0,63.0,3.0,0.0,01.05.2020,,,60.0,120.0,4.0,"Holzikofenweg 5, 3007 Bern",2020-02-17,bern,2020-02-26,1905,,,,,,,,,
22963491,Wohnung,1910.0,,,,4.0,,nachVereinbarung,,,,,,3007 Bern BE,2020-02-17,bern,2020-02-26,,,,,,,,,,
22965391,Wohnung,1195.0,1020.0,175.0,,2.5,14.0,sofort,,1.0,500.0,100.0,,"Jupiterstrasse 45, 3015 Bern",,bern,2020-02-26,,,1.0,1.0,1.0,,,,,
22965421,Wohnung,1690.0,1530.0,160.0,,3.0,0.0,01.04.2020,1.0,,100.0,50.0,,"Könizstrasse 63, 3008 Bern",,bern,2020-02-26,,,,1.0,1.0,1400.0,500.0,500.0,1000.0,
22961573,Dachwohnung,1680.0,1540.0,140.0,75.0,2.5,5.0,01.05.2020,1.0,,100.0,100.0,4.0,"Weissensteinstrasse 27, 3008 Bern",,bern,2020-02-26,1927,,,,,,,,,
22963488,Studio,1000.0,,,,1.0,,nachVereinbarung,,,,,,3013 Bern BE,2020-02-17,bern,2020-02-26,,,,,,,,,,
22962980,Wohnung,1550.0,1350.0,200.0,66.0,3.0,2.0,01.05.2020,1.0,,100.0,500.0,4.0,"Winkelriedstrasse 63, 3014 Bern",,bern,2020-02-26,1950,,,1.0,,100.0,200.0,300.0,1000.0,
22961553,Wohnung,1600.0,1400.0,200.0,,2.5,3.0,sofort,1.0,,180.0,250.0,,"Rodtmattstrasse 52, 3014 Bern",,bern,2020-02-26,,,,1.0,,1050.0,940.0,,1200.0,
22962895,Dachwohnung,1800.0,1550.0,250.0,110.0,3.5,2.0,01.04.2020,,,100.0,300.0,6.0,"Kirchenfeldstrasse 10, 3005 Bern",,bern,2020-02-26,1899,,,1.0,,,,,1500.0,
22962389,Wohnung,2100.0,,,73.0,3.5,1.0,02.03.2020,,,,,,"Hallerstrasse 21, 3012 Bern",,bern,2020-02-26,,1.0,,1.0,,,,,,
22963487,Wohnung,1500.0,,,55.0,1.0,6.0,01.04.2020,1.0,,,,4.0,3011 Bern BE,2020-02-17,bern,2020-02-26,2010,,,1.0,,,,,,
22955102,Studio,1160.0,,,,1.0,,nachVereinbarung,,,,,,3013 Bern BE,2020-02-14,bern,2020-02-26,,,,,,,,,,
22958129,Wohnung,1250.0,,,,2.0,,sofort,,,,,,"seftigenstrasse 93, 3007 Bern",2020-02-15,bern,2020-02-26,,,,,,,,,,
22955398,Wohnung,1280.0,,,,2.5,,nachVereinbarung,,,,,,3007 Bern BE,2020-02-14,bern,2020-02-26,,,,,,,,,,
22955045,Wohnung,1000.0,,,,1.5,,nachVereinbarung,,,,,,3014 Bern BE,2020-02-14,bern,2020-02-26,,,,,,,,,,
22955397,Wohnung,400.0,,,,1.0,,nachVereinbarung,,,,,,3007 Bern BE,2020-02-14,bern,2020-02-26,,,,,,,,,,
22955403,Wohnung,2310.0,2080.0,230.0,95.0,4.5,3.0,01.07.2020,1.0,1.0,150.0,100.0,3.0,"Könizstrasse 21, 3008 Bern",2020-02-14,bern,2020-02-26,1990,,,1.0,1.0,550.0,650.0,550.0,1000.0,1.0
22955768,Wohnung,1180.0,,,55.0,2.0,,sofort,,,,,,3018 Bern,2020-02-14,bern,2020-02-26,,,,,,,,,,
22955757,Wohnung,2420.0,,,100.0,4.5,,sofort,,,,,,"Schwarztorstrasse 102, 3007 Bern",2020-02-14,bern,2020-02-26,,,,,,,,,,
23000226,Wohnung,490.0,,,,2.0,,nachVereinbarung,,,,,,3006 Bern BE,2020-02-14,bern,2020-02-26,,,,,,,,,,
22952290,Wohnung,2370.0,2090.0,280.0,83.0,3.5,2.0,01.05.2020,1.0,,100.0,500.0,,"Stadtbachstrasse 40, 3012 Bern",,bern,2020-02-26,,,,1.0,,,,,,
23004673,Wohnung,1460.0,1350.0,110.0,45.0,1.5,0.0,01.05.2020,,,400.0,400.0,,"Flurstrasse 29, 3014 Bern",2020-02-14,bern,2020-02-26,1932,,1.0,1.0,,200.0,700.0,800.0,,
22954473,Wohnung,1700.0,1500.0,200.0,,2.5,4.0,,,,,,,3014 Bern,2020-02-14,bern,2020-02-26,,,,,,,,,,
22951911,Wohnung,1630.0,1450.0,180.0,,3.0,0.0,01.04.2020,1.0,,,,,"Sulgenrain 8, 3007 Bern",,bern,2020-02-26,1930,,,1.0,,,,,,
22952289,Wohnung,1490.0,1290.0,200.0,,3.5,2.0,01.03.2020,1.0,,100.0,250.0,,"Ginsterweg 16, 3006 Bern",,bern,2020-02-26,,,,1.0,1.0,,,,,
22962722,Wohnung,1690.0,1440.0,250.0,71.0,3.0,4.0,nachVereinbarung,,,,,,"Effingerstrasse 41d, 3008 Bern",2020-02-14,bern,2020-02-26,,,,,,,,,,
22954197,Studio,1000.0,,,40.0,1.0,,nachVereinbarung,,,,,,"Schlossstrasse 118, 3008 Bern",2020-02-14,bern,2020-02-26,,,,,,,,,,
22955753,Wohnung,1280.0,1100.0,180.0,58.0,2.0,1.0,01.05.2020,,,10.0,170.0,,"Schwarztorstrasse 95, 3007 Bern",2020-02-14,bern,2020-02-26,,,,,,,,,,
22962560,Wohnung,2260.0,2000.0,260.0,,3.5,1.0,sofort,1.0,,,,,"Morellweg 12, 3007 Bern",2020-02-14,bern,2020-02-26,1907,,,1.0,1.0,,,,,
22965416,Wohnung,2950.0,2700.0,250.0,125.0,4.5,0.0,01.04.2020,1.0,1.0,200.0,200.0,,"Tscharnerstrasse 16, 3007 Bern",,bern,2020-02-26,,,,,1.0,,,,,
22949449,Wohnung,1590.0,1400.0,190.0,,3.5,0.0,01.03.2020,1.0,,50.0,50.0,,"Looslistrasse 79, 3027 Bern",,bern,2020-02-26,,,,1.0,,,,,500.0,
22946536,Wohnung,1050.0,1000.0,50.0,45.0,2.0,1.0,01.03.2020,,,200.0,360.0,,"Federweg 24, 3008 Bern",,bern,2020-02-26,,,,,,740.0,730.0,,,
22949689,Wohnung,2150.0,1900.0,250.0,,4.5,1.0,sofort,1.0,,100.0,480.0,,"Robinsonweg 38, 3006 Bern",,bern,2020-02-26,1974,1.0,1.0,1.0,1.0,50.0,,,,
22947161,Wohnung,1780.0,1460.0,320.0,101.0,4.0,3.0,01.05.2020,,,500.0,500.0,5.0,"Belpstrasse 28, 3007 Bern",,bern,2020-02-26,1950,,,,,1000.0,950.0,950.0,,
22946168,Wohnung,2730.0,2380.0,350.0,100.0,3.5,0.0,01.05.2020,,1.0,120.0,600.0,,"Frikartweg 21, 3006 Bern",,bern,2020-02-26,,,,,,,,,,
22949555,Wohnung,950.0,800.0,150.0,25.0,1.0,0.0,01.06.2020,,,,,3.0,"Gesellschaftsstr. 42, 3012 Bern",2020-02-13,bern,2020-02-26,1977,,1.0,,,,,,,
22963729,Studio,710.0,,,,1.0,,nachVereinbarung,,,,,,3011 Bern BE,2020-02-13,bern,2020-02-26,,,,,,,,,,
22947888,Wohnung,600.0,550.0,50.0,11.0,1.0,4.0,nachVereinbarung,1.0,1.0,,,,3007 Bern BE,2020-02-13,bern,2020-02-26,1980,,,,,,,,,
22951125,Wohnung,1420.0,1160.0,260.0,76.0,3.5,6.0,sofort,,1.0,100.0,50.0,5.0,"Effingerstr. 103, 3008 Bern",,bern,2020-02-26,1948,,,,,,120.0,,,
13552194,Wohnung,2500.0,2300.0,200.0,100.0,5.0,2.0,01.07.2020,1.0,,200.0,200.0,,"Holligenstrasse 94, 3008 Bern",,bern,2020-02-26,,1.0,,1.0,,,,,500.0,
22951945,Wohnung,2450.0,2170.0,280.0,85.0,3.5,1.0,01.04.2020,1.0,,820.0,180.0,2.0,"Nordweg 10, 3013 Bern",2020-02-13,bern,2020-02-26,1882,1.0,,,,150.0,290.0,,750.0,1.0
22943663,Dachwohnung,1280.0,,,55.0,2.5,3.0,01.04.2020,,,100.0,100.0,,"Balmweg 33, 3007 Bern",2020-02-13,bern,2020-02-26,,,,,,,,,1000.0,
22944029,Wohnung,2140.0,1840.0,300.0,90.0,4.5,2.0,01.05.2020,1.0,1.0,50.0,800.0,,"Länggassstrasse 91, 3012 Bern",,bern,2020-02-26,,,1.0,1.0,,,,,1200.0,
22944583,Wohnung,2000.0,,,,3.0,,sofort,,,,,,3006 Bern,2020-02-13,bern,2020-02-26,,,,,,,,,,
22951947,Wohnung,1410.0,1250.0,160.0,70.0,2.5,3.0,01.05.2020,1.0,,350.0,350.0,,"Olivenweg 44, 3018 Bern",2020-02-13,bern,2020-02-26,,,,,,,,,750.0,
22944580,Wohnung,1630.0,,,70.0,3.0,,sofort,,,,,,"Kirchenfeldstrasse 53, 3005 Bern",2020-02-13,bern,2020-02-26,,,,,,,,,,
22944050,Wohnung,1390.0,1200.0,190.0,70.0,3.0,1.0,01.05.2020,1.0,,,,,"Schlossstrasse 113, 3008 Bern",,bern,2020-02-26,,,1.0,1.0,,,,,,
22946123,Wohnung,1560.0,1230.0,330.0,,3.0,2.0,01.04.2020,1.0,,,,,"Weissensteinstrasse 38, 3007 Bern",2020-02-13,bern,2020-02-26,1956,,1.0,,1.0,,,,,
22944589,Wohnung,915.0,,,,1.0,,sofort,,,,,,"Zähringerstrasse 45, 3012 Bern",2020-02-13,bern,2020-02-26,,,,,,,,,,
22939406,Wohnung,1800.0,1580.0,220.0,89.0,3.5,3.0,01.05.2020,,,500.0,,4.0,"Hüsliackerstrasse 11, 3018 Bern",,bern,2020-02-26,2009,,,,,,,,500.0,
22941234,Wohnung,1380.0,1130.0,250.0,57.0,2.5,4.0,,,,,,,3008 Bern,2020-02-13,bern,2020-02-26,,,,,,,,,,
22940683,Wohnung,910.0,850.0,60.0,20.0,1.0,1.0,nachVereinbarung,1.0,,,,,"Holzikofenweg 1, 3007 Bern BE",2020-02-13,bern,2020-02-26,,1.0,,1.0,,,,,,1.0
22942586,Wohnung,1350.0,1160.0,190.0,60.0,2.0,,01.03.2020,1.0,1.0,,,,"Scheibenstrasse 25, 3014 Bern BE",2020-02-13,bern,2020-02-26,,,,,,,,,,
22940018,Wohnung,2435.0,2115.0,320.0,172.0,2.5,1.0,01.05.2020,,1.0,50.0,2500.0,5.0,"Hintere Engehaldestrasse 12, 3004 Bern",2020-02-12,bern,2020-02-26,1991,,,,,450.0,3000.0,3000.0,,
22943190,Wohnung,1780.0,1530.0,250.0,67.0,3.0,1.0,01.05.2020,1.0,,180.0,550.0,,"Wabernstrasse 87, 3007 Bern",2020-02-13,bern,2020-02-26,1950,,1.0,,1.0,500.0,500.0,1000.0,4000.0,
22943189,Wohnung,1380.0,1130.0,250.0,57.0,2.5,4.0,01.05.2020,1.0,,,,,"Freiburgstrasse 58/L, 3008 Bern",,bern,2020-02-26,,,,,,,,,,1.0
22939433,Wohnung,1495.0,1360.0,135.0,75.0,3.5,,sofort,1.0,1.0,30.0,430.0,4.0,"Brünnenstrasse 43a, 3018 Bern",,bern,2020-02-26,1964,1.0,,,1.0,220.0,20.0,,,1.0
22939382,Wohnung,1430.0,1190.0,240.0,,3.0,1.0,01.06.2020,1.0,,100.0,500.0,,"Keltenstrasse 35, 3018 Bern",,bern,2020-02-26,,,,1.0,,,,,700.0,
22939407,Wohnung,2270.0,2000.0,270.0,96.0,3.5,2.0,01.05.2020,,,,,5.0,"Weltpoststrasse 8c, 3015 Bern",,bern,2020-02-26,2012,,,,,,,,,
22939305,Wohnung,1200.0,1000.0,200.0,35.0,1.0,1.0,01.03.2020,,1.0,100.0,300.0,,"Nydeggstalden 8, 3011 Bern",,bern,2020-02-26,,,1.0,1.0,,,,,3000.0,
22939638,Wohnung,1390.0,1160.0,230.0,63.0,3.0,1.0,nachVereinbarung,,,300.0,650.0,,"Fröschmattstrasse 20, 3018 Bern",2020-02-12,bern,2020-02-26,,,,,,350.0,1400.0,4900.0,2500.0,
22939332,Wohnung,2280.0,2000.0,280.0,100.0,3.5,1.0,01.05.2020,1.0,,,,,"Wilkerstrasse 32, 3008 Bern",,bern,2020-02-26,,,,,,,,,,
22999552,Wohnung,950.0,850.0,100.0,30.0,1.0,3.0,01.04.2020,1.0,,,,,"Seftigenstrasse 95, 3007 Bern",2020-02-12,bern,2020-02-26,,,1.0,,,,,,,
22939276,Wohnung,1393.0,1213.0,180.0,52.0,2.0,5.0,01.05.2020,1.0,1.0,350.0,,3.0,"Fabrikstrasse 29 B, 3012 Bern",2020-02-12,bern,2020-02-26,1960,,,,,,,,,
22939313,Attika,3385.0,3035.0,350.0,119.0,5.0,4.0,01.05.2020,1.0,1.0,100.0,100.0,,"Mattenhofstrasse 39, 3007 Bern",,bern,2020-02-26,,,1.0,,1.0,,500.0,,,
22938234,Wohnung,1700.0,1500.0,200.0,,3.0,0.0,01.05.2020,1.0,,,,,"Attinghausenstrasse 13, 3014 Bern",2020-02-12,bern,2020-02-26,,,,,,,,,,
22939331,Wohnung,2880.0,2380.0,500.0,131.0,4.5,2.0,01.05.2020,1.0,1.0,,,,"Le-Corbusier-Platz 11, 3027 Bern",,bern,2020-02-26,,,,1.0,1.0,,,,,
23023797,Wohnung,1375.0,1050.0,325.0,,3.5,,,,,,,,3018 Bern,2020-02-12,bern,2020-02-26,,,,,,,,,,
22939242,Wohnung,1190.0,950.0,240.0,,2.0,0.0,01.05.2020,,,,,,"Jupiterstrasse 41, 3015 Bern",,bern,2020-02-26,,,,,,,,,,
22934785,Wohnung,1368.0,,,47.0,2.5,-1.0,sofort,,1.0,390.0,,,"Murtenstrasse 143 B, 3008 Bern",,bern,2020-02-26,,,,1.0,,750.0,600.0,,10.0,1.0
22936337,Wohnung,1500.0,1290.0,210.0,66.0,3.5,,01.04.2020,1.0,,89.0,229.0,,"Zelgstrasse 31, 3027 Bern",,bern,2020-02-26,,,,1.0,1.0,145.0,111.0,443.0,711.0,1.0
22934611,Wohnung,1040.0,900.0,140.0,25.0,1.0,4.0,01.05.2020,,1.0,120.0,500.0,2.0,"Seilerstrasse 25, 3011 Bern",2020-02-12,bern,2020-02-26,1910,,,,,2400.0,900.0,900.0,,
22934667,Wohnung,1640.0,1440.0,200.0,78.0,3.0,2.0,01.05.2020,,,100.0,100.0,,"Weissensteinstrasse 22a, 3008 Bern",,bern,2020-02-26,,,,,,,,,,
22936087,Wohnung,1190.0,950.0,240.0,,2.0,,,,,,,,3015 Bern,2020-02-12,bern,2020-02-26,,,,,,,,,,
22936306,Wohnung,2880.0,2380.0,500.0,131.0,4.5,2.0,,,,,,,3027 Bern,2020-02-12,bern,2020-02-26,,,,,,,,,,
22936305,Wohnung,2280.0,2000.0,280.0,100.0,3.5,1.0,,,,,,,3008 Bern,2020-02-12,bern,2020-02-26,,,,,,,,,,
22934786,Dachwohnung,1150.0,1000.0,150.0,,2.0,3.0,01.04.2020,,,1290.0,1260.0,,"Vennerweg 6, 3006 Bern",,bern,2020-02-26,,,,,,480.0,790.0,,,
22972267,Wohnung,1085.0,935.0,150.0,,1.0,0.0,01.05.2020,,,,,,"Hildanusstrasse 18, 3013 Bern BE",2020-02-12,bern,2020-02-26,2000,,,,,,,,,
22934107,Wohnung,1550.0,1350.0,200.0,68.0,3.0,1.0,01.06.2020,,,,,,"Schlossstrasse 106, 3008 Bern",,bern,2020-02-26,,,,,,,,,,
22930157,Wohnung,1530.0,1290.0,240.0,64.0,2.5,1.0,15.04.2020,1.0,,,,4.0,"Funkerstrasse 17, 3013 Bern",2020-02-11,bern,2020-02-26,1943,,,,,,,,,
23023378,Wohnung,1225.0,1050.0,175.0,52.0,2.5,0.0,01.04.2020,,,,,,"Bottigenstrasse 31, 3018 Bern",2020-02-11,bern,2020-02-26,,,,,,,,,,
22930381,Wohnung,3050.0,2640.0,410.0,110.0,3.5,2.0,nachVereinbarung,1.0,1.0,500.0,500.0,,"Matterstrasse 4, 3006 Bern",,bern,2020-02-26,,,1.0,1.0,1.0,250.0,250.0,250.0,,1.0
22930380,Wohnung,3085.0,2685.0,400.0,124.0,4.5,1.0,31.10.2020,1.0,1.0,100.0,100.0,,"Matterstrasse 2, 3006 Bern",,bern,2020-02-26,,,,1.0,1.0,250.0,250.0,,,1.0
22930475,Wohnung,1800.0,1600.0,200.0,76.0,3.0,2.0,01.05.2020,,,20.0,10.0,,"Seftigenstrasse 40, 3007 Bern",2020-02-11,bern,2020-02-26,,,1.0,1.0,,,,,1000.0,
22930236,Wohnung,1700.0,,,,1.0,,nachVereinbarung,,,,,,3011 Bern BE,2020-02-11,bern,2020-02-26,,,,,,,,,,
22929352,Wohnung,2550.0,2260.0,290.0,,3.5,2.0,nachVereinbarung,1.0,1.0,640.0,510.0,,"Stadtbachstrasse 40, 3012 Bern",,bern,2020-02-26,,,,1.0,1.0,810.0,,,,
22930674,Wohnung,1250.0,,,,2.5,5.0,01.05.2020,,,,,,3007 Bern BE,2020-02-11,bern,2020-02-26,,,,,,,,,,
22933485,Wohnung,610.0,,,9.0,1.0,10.0,sofort,1.0,1.0,,,,"Mühledorfstrasse, 1, 3018 Bern BE",2020-02-12,bern,2020-02-26,,,,,,,,,,1.0
22930732,Wohnung,1790.0,1590.0,200.0,95.0,3.5,1.0,15.05.2020,,1.0,150.0,200.0,5.0,"Könizstrasse 21a, 3008 Bern",2020-02-11,bern,2020-02-26,1990,,,1.0,1.0,550.0,650.0,550.0,1000.0,1.0
22927851,Wohnung,1210.0,,,55.0,2.5,,sofort,,,,,,"Kalcheggweg 4, 3006 Bern",2020-02-11,bern,2020-02-26,,,,,,,,,,
22926768,Wohnung,2280.0,1990.0,290.0,119.0,2.5,2.0,01.05.2020,,,,,,"Dählhölzliweg 3, 3005 Bern",2020-02-11,bern,2020-02-26,,,,1.0,,,,,,
22926744,Wohnung,1370.0,1180.0,190.0,50.0,2.5,4.0,15.04.2020,1.0,1.0,30.0,30.0,3.0,"Brunnmattstrasse 20 A, 3007 Bern",,bern,2020-02-26,1974,,,,,,,,,
22935654,Wohnung,1375.0,,,,2.0,,sofort,,,,,,"Federweg, 3008 Bern",2020-02-11,bern,2020-02-26,,,,,,,,,,
22926841,Wohnung,1780.0,1600.0,180.0,,1.5,2.0,01.03.2020,,,50.0,100.0,,"Zibelegässli 16, 3011 Bern",,bern,2020-02-26,,,,,,,,,,
22921196,Wohnung,1900.0,1730.0,170.0,85.0,2.0,1.0,01.03.2020,,,100.0,250.0,,"Schifflaube 22, 3011 Bern",,bern,2020-02-26,,,,,,200.0,50.0,,,
22926787,Wohnung,1900.0,1550.0,350.0,,3.0,5.0,01.06.2020,,1.0,100.0,150.0,,"Viktoriarain 17, 3013 Bern",,bern,2020-02-26,,,,1.0,1.0,,,,,
22924690,Wohnung,1900.0,1550.0,350.0,,3.0,5.0,,,,,,,3013 Bern,2020-02-11,bern,2020-02-26,,,,,,,,,,
22926854,Wohnung,1230.0,1050.0,180.0,,2.5,,01.03.2020,1.0,,,,,"Stöckackerstrasse 77, 3018 Bern",,bern,2020-02-26,,,,,,,,,,1.0
22927538,Wohnung,1510.0,1290.0,220.0,75.0,3.5,11.0,01.03.2020,1.0,1.0,,,4.0,"Normannenstrasse 35, 3018 Bern",2020-02-11,bern,2020-02-26,1966,,,1.0,1.0,,,,,1.0
22917444,Wohnung,1690.0,1510.0,180.0,,2.5,4.0,,,,50.0,100.0,,"Monbijoustrasse 82, 3007 Bern",2020-02-10,bern,2020-02-26,,,,,,,,,,
22921966,Wohnung,2170.0,1950.0,220.0,93.0,3.5,1.0,,1.0,,,,,"Gryphenhübeliweg 26, 3006 Bern",2020-02-10,bern,2020-02-26,,,,,,,,,,
22921444,Wohnung,1680.0,1480.0,200.0,61.0,2.5,4.0,01.05.2020,1.0,,,,3.0,"Gutenbergstr. 39, 3011 Bern",2020-02-10,bern,2020-02-26,1934,,1.0,,,,225.0,,,
22918193,Wohnung,1840.0,1600.0,240.0,73.0,3.0,0.0,01.06.2020,,,250.0,700.0,4.0,"Muristrasse 92, 3006 Bern",,bern,2020-02-26,1941,,,,,,,,,
22921968,Wohnung,840.0,730.0,110.0,26.0,1.0,1.0,,1.0,,,,,"Giacomettistrasse 25 a, 3006 Berne",2020-02-10,bern,2020-02-26,,,,,,,,,,
22920049,Wohnung,2585.0,2350.0,235.0,100.0,3.5,2.0,01.03.2020,1.0,1.0,160.0,50.0,3.0,"Schwarztorstrasse 102, 3007 Bern",,bern,2020-02-26,2013,,,1.0,1.0,320.0,280.0,,,
22921036,Wohnung,1475.0,1235.0,240.0,70.0,3.5,3.0,01.05.2020,1.0,1.0,,,,"Balthasarstrasse 19, 3027 Bern",2020-02-10,bern,2020-02-26,,,,,,,,,,
22918325,Wohnung,1900.0,1590.0,310.0,,4.0,3.0,01.05.2020,1.0,,200.0,500.0,,"Holzikofenweg 20, 3007 Bern",,bern,2020-02-26,,,1.0,1.0,,,,,,
22917445,Wohnung,1685.0,,,75.0,3.0,,sofort,,,,,,"beundenfeldstrasse, 3013 Bern",2020-02-10,bern,2020-02-26,,,,,,,,,,
