,object_type,price,price_wo_extras,extras,size,rooms,floor,moovIn,balcony,lift,public_transport,shopping,rating,adress,publication_date,city,DateofScrapping,age,parking_out,pets_allowed,tv,kids_ok,KG,PS,SS,highway,parking_in
22971018,Wohnung,2500.0,2200.0,300.0,65.0,3.5,1.0,,1.0,,150.0,200.0,,"Albisstrasse 27, 8038 Zürich",2020-02-17,zuerich,2020-02-26,,,,1.0,,,,,1800.0,
22971035,Wohnung,1735.0,1600.0,135.0,70.0,3.0,1.0,01.04.2020,1.0,1.0,,,,"Ferdinand - Hodler-Strasse 30, 8049 Zürich",2020-02-17,zuerich,2020-02-26,,,,1.0,,,,,,
22971862,Dachwohnung,1910.0,1489.0,421.0,50.0,3.5,4.0,01.04.2020,1.0,,,140.0,,"Eichbühlstrasse 19, 8004 Zürich",,zuerich,2020-02-26,,,,1.0,1.0,,,,,
22971003,Wohnung,2608.0,2423.0,185.0,,3.5,4.0,01.05.2020,,,250.0,250.0,,"Zypressenstrasse 55, 8004 Zürich",2020-02-17,zuerich,2020-02-26,1890,,,1.0,,400.0,400.0,400.0,2000.0,
22972363,Wohnung,2540.0,2300.0,240.0,84.0,4.0,0.0,nachVereinbarung,1.0,,,,5.0,"Karl-Stauffer-Strasse 5, 8008 Zürich ZH",2020-02-18,zuerich,2020-02-26,1932,,,1.0,,,,,,
22971005,Wohnung,3990.0,3640.0,350.0,100.0,3.5,13.0,01.05.2020,1.0,1.0,300.0,270.0,3.0,"Turbinenstrasse 60, 8005 Zürich",2020-02-17,zuerich,2020-02-26,2014,,,,,1200.0,550.0,1900.0,1700.0,1.0
22971017,Maisonette,4500.0,4200.0,300.0,130.0,3.5,5.0,01.04.2020,1.0,1.0,,,,"Forchstrasse 150, 8032 Zürich",2020-02-17,zuerich,2020-02-26,,,,1.0,,,,,,
22971048,Maisonette,4380.0,3990.0,390.0,172.0,5.5,,sofort,1.0,,30.0,1500.0,4.0,"Wiesliacher 39, 8053 Zürich",2020-02-17,zuerich,2020-02-26,,,,1.0,1.0,150.0,1200.0,,,1.0
22971012,Wohnung,1350.0,1250.0,100.0,26.0,1.0,2.0,01.04.2020,1.0,,,,,"Forchstrasse 289, 8008 Zürich",2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22970413,Wohnung,1995.0,1680.0,315.0,100.0,4.5,,nachVereinbarung,1.0,,,,,8053 Zürich,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22969415,Wohnung,2800.0,,,,2.5,1.0,sofort,,,,,,8049 Zürich,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22967423,Wohnung,1200.0,,,40.0,3.0,,01.03.2020,,,,,,8032 Zürich,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22968739,Wohnung,2541.0,2033.0,508.0,100.0,3.0,,,,,,,,8053 Zürich,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22970133,Wohnung,2080.0,1800.0,280.0,73.0,4.0,3.0,01.03.2020,,,,,3.0,"Luchswiesenstrasse 130, 8051 Zürich",2020-02-17,zuerich,2020-02-26,1956,1.0,,1.0,1.0,,200.0,,,1.0
22968863,Wohnung,1200.0,,,,1.0,4.0,nachVereinbarung,1.0,,,,,8001 Zürich ZH,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22970136,Wohnung,1290.0,1168.0,122.0,28.0,1.0,3.0,01.05.2020,,1.0,,,4.0,"Sihlhallenstrasse 19, 8004 Zürich",2020-02-17,zuerich,2020-02-26,1974,,,,,,,,,
23017693,Wohnung,2300.0,,,,4.0,,nachVereinbarung,,,,,,8003 Zürich ZH,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22970146,Wohnung,2541.0,2033.0,508.0,100.0,3.0,0.0,nachVereinbarung,,,100.0,300.0,5.0,"Stodolastr. 15, 8053 Zürich",2020-02-17,zuerich,2020-02-26,1965,,1.0,1.0,1.0,800.0,700.0,1000.0,,
22967880,Wohnung,1400.0,1300.0,100.0,50.0,1.5,,01.04.2020,,,,,6.0,"Asylstrasse 144, 8032 Zürich",2020-02-17,zuerich,2020-02-26,1875,,,,,,,,,
22965599,Wohnung,1550.0,,,45.0,1.5,2.0,01.05.2020,1.0,,230.0,450.0,5.0,"Eierbrechtstrasse 9, 8053 Zürich",,zuerich,2020-02-26,1927,,,,,300.0,450.0,,,
22965167,Wohnung,3950.0,3730.0,220.0,60.0,2.5,1.0,,,,,,,8008 Zürich,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22966680,Wohnung,2340.0,,,,2.0,,nachVereinbarung,,,,,,8008 Zürich ZH,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22967208,Wohnung,910.0,,,17.0,1.0,0.0,01.06.2020,,,,,,"Lettenholzstrasse 42, 8038 Zürich ZH",2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22965176,Wohnung,5100.0,4800.0,300.0,75.0,3.5,5.0,,,,,,,8008 Zürich,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22965177,Wohnung,3950.0,3730.0,220.0,50.0,2.0,3.0,,,,,,,8001 Zürich,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22967205,Wohnung,1100.0,1000.0,100.0,15.0,1.0,3.0,01.04.2020,1.0,1.0,,,,"Josefstrasse 42, 8005 Zürich ZH",2020-02-17,zuerich,2020-02-26,,,,1.0,,,,,,
22965169,Wohnung,3990.0,3770.0,220.0,55.0,2.5,4.0,,,,,,,8008 Zürich,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22965168,Wohnung,2950.0,2730.0,220.0,35.0,1.0,5.0,,,,,,,8008 Zürich,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22967201,Wohnung,1980.0,1740.0,240.0,,3.5,0.0,01.03.2020,1.0,1.0,300.0,400.0,,"Naglerwiesenstrasse 40, 8049 Zürich",,zuerich,2020-02-26,1982,,,1.0,1.0,400.0,300.0,300.0,,1.0
22965165,Wohnung,3700.0,3400.0,300.0,50.0,2.0,3.0,,,,,,,8008 Zürich,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
14718974,Wohnung,2190.0,,,98.0,2.5,1.0,01.05.2020,1.0,,200.0,1000.0,5.0,"Kolibriweg 2, 8048 Zürich",2020-02-17,zuerich,2020-02-26,1911,1.0,,1.0,,200.0,200.0,200.0,2000.0,
22965166,Wohnung,4950.0,4650.0,300.0,80.0,3.5,4.0,,,,,,,8008 Zürich,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22963963,Wohnung,2430.0,,,,3.5,,nachVereinbarung,,,,,,8053 Zürich ZH,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22964903,Maisonette,3250.0,3000.0,250.0,91.0,3.5,0.0,nachVereinbarung,,1.0,150.0,50.0,3.0,"Buchzelgstrasse 21, 8053 Zürich",2020-02-17,zuerich,2020-02-26,1977,,1.0,1.0,,100.0,300.0,800.0,8000.0,1.0
22964900,Wohnung,4410.0,4190.0,220.0,133.0,4.5,3.0,01.04.2020,1.0,1.0,,,,"Dufourstrasse, 8008 Zürich",2020-02-17,zuerich,2020-02-26,,,,1.0,,,,,,
22965137,Wohnung,5100.0,4800.0,300.0,90.0,3.5,4.0,,,,,,,8008 Zürich,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22964711,Wohnung,2800.0,,,,2.5,1.0,,,,,,,8049 Zürich,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22967231,Wohnung,1431.0,1291.0,140.0,39.0,1.5,0.0,01.05.2020,,,70.0,1000.0,3.0,"Caspar-Wüest-Strasse 17, 8052 Zürich",2020-02-17,zuerich,2020-02-26,1974,1.0,,1.0,,300.0,1100.0,1100.0,,1.0
22965134,Wohnung,2750.0,2600.0,150.0,25.0,1.0,3.0,,,,,,,8001 Zürich,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22963829,Wohnung,1070.0,,,100.0,1.0,1.0,01.05.2020,1.0,1.0,,,,"Bachmannweg 1a, 8046 Zürich ZH",2020-02-17,zuerich,2020-02-26,2015,1.0,,1.0,,,,,,1.0
22963828,Wohnung,990.0,,,19.0,1.0,4.0,01.05.2020,1.0,1.0,,,,"Flurstrasse 30 / F403, 8048 Zürich ZH",2020-02-17,zuerich,2020-02-26,2000,1.0,,1.0,,,,,,1.0
22963879,Wohnung,680.0,,,,1.5,,nachVereinbarung,,,,,,8048 Zürich ZH,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22963880,Wohnung,2550.0,,,,2.5,,nachVereinbarung,,,,,,8004 Zürich ZH,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22963837,Wohnung,2895.0,,,69.0,2.5,4.0,01.10.2020,1.0,1.0,,,3.0,"Neubau Badenerstrasse 136, 8004 Zürich ZH",2020-02-17,zuerich,2020-02-26,2020,1.0,,,,,,,,1.0
22963962,Wohnung,2400.0,,,,3.5,,nachVereinbarung,,,,,,8038 Zürich ZH,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22963838,Wohnung,2795.0,,,69.0,2.5,,01.10.2020,1.0,1.0,,,4.0,"Neubau Badenerstrasse 136, 8004 Zürich ZH",2020-02-17,zuerich,2020-02-26,2020,1.0,,,,,,,,1.0
22963884,Wohnung,2866.0,2680.0,186.0,135.0,4.5,3.0,16.05.2020,1.0,1.0,200.0,200.0,,"Honigstrasse 37, 8052 Zürich ZH",2020-02-17,zuerich,2020-02-26,,,1.0,1.0,,,1000.0,,1000.0,1.0
22963839,Wohnung,2595.0,,,56.0,2.5,0.0,01.10.2020,1.0,1.0,,,3.0,"Neubau Badenerstrasse 136, 8004 Zürich ZH",2020-02-17,zuerich,2020-02-26,2020,1.0,,,,,,,,1.0
22963825,Wohnung,1420.0,,,,2.0,,nachVereinbarung,,,,,,8038 Zürich ZH,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22963334,Maisonette,3900.0,3500.0,400.0,120.0,6.5,1.0,01.03.2020,,,100.0,100.0,,"Heuelsteig 7, 8032 Zürich ZH",2020-02-17,zuerich,2020-02-26,,1.0,1.0,,,,100.0,,,1.0
22962892,Maisonette,4380.0,3990.0,390.0,172.0,5.5,,sofort,1.0,,,,4.0,"Wiesliacher 39D, 8053 Zürich",,zuerich,2020-02-26,1978,,,1.0,1.0,,,,,1.0
22961176,Wohnung,1790.0,,,76.0,4.0,0.0,01.03.2020,1.0,,200.0,200.0,,"Langgrütstrasse 98, 8047 Zürich",2020-02-15,zuerich,2020-02-26,,,,,,300.0,300.0,300.0,,
22963699,Wohnung,2300.0,,,,1.5,,nachVereinbarung,,,,,,8004 Zürich ZH,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22966675,Wohnung,1350.0,,,,1.5,,nachVereinbarung,,,,,,8055 Zürich ZH,2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22962893,Wohnung,2280.0,2100.0,180.0,60.0,1.0,0.0,13.04.2020,,,,,,"Seebahnstrasse 143, 8003 Zürich",,zuerich,2020-02-26,,,,,,,,,,
22958532,Wohnung,1490.0,,,,1.5,,01.05.2020,,,,,,8038 Zürich,2020-02-15,zuerich,2020-02-26,,,,,,,,,,
22959538,Wohnung,3500.0,,,120.0,6.5,,01.03.2020,,,,,,"Heuelsteig 7, 8032 Zürich",2020-02-16,zuerich,2020-02-26,,,,,,,,,,
22963786,Wohnung,780.0,,,,1.0,4.0,sofort,,,,,,"Bristenstr, 8048 Zürich ZH",2020-02-17,zuerich,2020-02-26,,,,,,,,,,
22963698,Wohnung,1795.0,,,35.0,1.5,,01.10.2020,1.0,1.0,,,3.0,"Neubau Badenerstrasse 136, 8004 Zürich ZH",2020-02-17,zuerich,2020-02-26,2020,1.0,,,,,,,,1.0
22955985,Wohnung,2480.0,,,78.0,2.5,3.0,nachVereinbarung,1.0,1.0,,,,8047 Zürich ZH,2020-02-14,zuerich,2020-02-26,,,1.0,,,,,,,1.0
22956488,Wohnung,3740.0,,,120.0,3.5,10.0,01.04.2020,1.0,1.0,300.0,300.0,,"Turbinenstrasse 60, 8005 Zürich",2020-02-15,zuerich,2020-02-26,,1.0,,,1.0,,,,1000.0,1.0
22956549,Wohnung,990.0,,,,1.0,,nachVereinbarung,,,,,,8005 Zürich ZH,2020-02-15,zuerich,2020-02-26,,,,,,,,,,
22956337,Wohnung,1560.0,,,,3.0,,nachVereinbarung,,,,,,8049 Zürich ZH,2020-02-15,zuerich,2020-02-26,,,,,,,,,,
22955982,Wohnung,350.0,,,,1.0,,nachVereinbarung,,,,,,8045 Zürich ZH,2020-02-14,zuerich,2020-02-26,,,,,,,,,,
22958352,Wohnung,3991.0,3601.0,390.0,135.0,5.5,4.0,01.05.2020,,,500.0,500.0,4.0,"Freilagerstrasse 81, 8047 Zürich",2020-02-15,zuerich,2020-02-26,2016,,1.0,,,500.0,,,,
22956167,Wohnung,600.0,,,,3.5,,nachVereinbarung,,,,,,8038 Zürich ZH,2020-02-15,zuerich,2020-02-26,,,,,,,,,,
22956490,Wohnung,2340.0,,,,2.5,1.0,sofort,1.0,1.0,,,,"Sumatrastrasse 1, 8006 Zürich",2020-02-15,zuerich,2020-02-26,,,1.0,1.0,1.0,,,,,
22956503,Wohnung,2140.0,1987.0,153.0,66.0,2.5,4.0,01.04.2020,1.0,1.0,200.0,500.0,,"Naglerwiesenstrasse 58, 8049 Zürich",2020-02-15,zuerich,2020-02-26,,,,1.0,,100.0,100.0,100.0,,1.0
22952251,Wohnung,2390.0,2190.0,200.0,,3.0,1.0,nachVereinbarung,,,100.0,200.0,,"Meinrad-Lienert-Str. 15, 8003 Zürich",,zuerich,2020-02-26,1895,,,,,,,,3800.0,
23000134,Wohnung,1090.0,970.0,120.0,36.0,1.5,1.0,,,,,,,"Trichtenhausenstrasse 21, 8053 Zürich",2020-02-14,zuerich,2020-02-26,,,,1.0,,,,,,
22953713,Maisonette,3100.0,2900.0,200.0,85.0,3.5,,30.03.2020,1.0,1.0,,,,"Lindenbachstrasse 50, 8006 Zürich",2020-02-14,zuerich,2020-02-26,,1.0,,1.0,,,,,,
22955609,Wohnung,2095.0,1815.0,280.0,72.0,3.0,3.0,01.04.2020,,,,,,"Altstetterstrasse 168, 8048 Zürich ZH",2020-02-14,zuerich,2020-02-26,,1.0,,,,,,,,
22956740,Wohnung,2143.0,,,,3.5,,nachVereinbarung,,,,,,8052 Zürich ZH,2020-02-14,zuerich,2020-02-26,,,,,,,,,,
22953720,Wohnung,2550.0,2300.0,250.0,92.0,3.5,4.0,01.04.2020,1.0,1.0,100.0,500.0,,"Hugostrasse 2, 8050 Zürich",2020-02-14,zuerich,2020-02-26,,,,,,100.0,200.0,700.0,,
22961190,Maisonette,2475.0,2115.0,360.0,110.0,4.5,2.0,01.04.2020,,,10.0,600.0,4.0,"Im Altried 3g, 8051 Zürich",2020-02-14,zuerich,2020-02-26,1983,,1.0,1.0,1.0,300.0,355.0,355.0,,
22951391,Wohnung,2590.0,2300.0,290.0,84.0,3.5,0.0,01.05.2020,1.0,,,,,"Gladbachstrasse 67, 8044 Zürich ZH",2020-02-14,zuerich,2020-02-26,,,,1.0,,,,,,
22999646,Wohnung,1680.0,1500.0,180.0,50.0,2.0,1.0,01.03.2020,,,,,,"Im Heuried 74, 8055 Zürich",,zuerich,2020-02-26,,,,,,,,,,
22961702,Wohnung,3470.0,3240.0,230.0,105.0,3.5,0.0,nachVereinbarung,1.0,1.0,150.0,1500.0,4.0,"Restelbergstrasse 82, 8044 Zürich",2020-02-14,zuerich,2020-02-26,1993,,,1.0,,1500.0,1500.0,1500.0,1600.0,1.0
22949298,Wohnung,2610.0,2350.0,260.0,92.0,3.5,4.0,01.05.2020,,1.0,,,4.0,"Leutschenbachstrasse 56, 8050 Zürich",2020-02-13,zuerich,2020-02-26,2010,,,,,,,,,1.0
22945389,Wohnung,4200.0,4000.0,200.0,100.0,3.0,,01.05.2020,1.0,,300.0,150.0,,"Pfirsichstrasse 7, 8006 Zürich",2020-02-13,zuerich,2020-02-26,,,,1.0,,,,,1000.0,
22947084,Wohnung,3200.0,3000.0,200.0,91.0,3.5,5.0,sofort,1.0,1.0,,500.0,2.0,"Mühlackerstrasse 67, 8046 Zürich",,zuerich,2020-02-26,2018,,,,1.0,200.0,200.0,,1000.0,1.0
22949171,Wohnung,2450.0,2300.0,150.0,60.0,2.5,0.0,,,,200.0,140.0,,"Rotachstrasse 14, 8003 Zürich",2020-02-14,zuerich,2020-02-26,,,,,,,,,,
22945390,Wohnung,4810.0,4510.0,300.0,106.0,4.5,4.0,16.03.2020,1.0,1.0,150.0,150.0,3.0,"Beckenhofstrasse 64, 8006 Zürich",2020-02-13,zuerich,2020-02-26,2013,,,1.0,1.0,200.0,600.0,600.0,,1.0
22949143,Maisonette,2115.0,1845.0,270.0,94.0,3.5,0.0,01.04.2020,,,10.0,600.0,4.0,"Im Altried 3e, 8051 Zürich",2020-02-13,zuerich,2020-02-26,1983,,1.0,1.0,1.0,300.0,355.0,355.0,,
22946980,Maisonette,2115.0,1845.0,270.0,94.0,3.5,,,,,,,,8051 Zürich,2020-02-13,zuerich,2020-02-26,,,,,,,,,,
22948308,Wohnung,2942.0,2762.0,180.0,116.0,3.5,1.0,16.03.2020,1.0,,,,,"Buchzelgstrasse 108, 8053 Zürich ZH",2020-02-13,zuerich,2020-02-26,,,1.0,1.0,,,,,,1.0
22949141,Wohnung,2480.0,2300.0,180.0,79.0,3.0,2.0,nachVereinbarung,,,,,,"Kapfsteig 2, 8032 Zürich",2020-02-14,zuerich,2020-02-26,,,,,,,,,,
22949107,Wohnung,4180.0,3800.0,380.0,130.0,3.5,0.0,01.05.2020,,1.0,,,5.0,"Hinterbergstrasse 106, 8044 Zürich",2020-02-13,zuerich,2020-02-26,2006,,,,,,,,,
22946562,Wohnung,2510.0,2250.0,260.0,65.0,3.0,4.0,01.05.2020,,,100.0,50.0,,"Waffenplatzstrasse 1, 8002 Zürich",2020-02-13,zuerich,2020-02-26,,,1.0,1.0,,,,,1000.0,
22947095,Wohnung,1770.0,1630.0,140.0,46.0,2.5,3.0,01.06.2020,,1.0,,,,"Flüelastrasse 47, 8047 Zürich",2020-02-13,zuerich,2020-02-26,,1.0,,1.0,,,,,,1.0
22947098,Wohnung,1240.0,1100.0,140.0,23.0,1.0,3.0,01.03.2020,,,,,,"Lommisweg 24, 8048 Zürich",,zuerich,2020-02-26,,,,,,,,,,
22945132,Wohnung,1590.0,1500.0,90.0,65.0,3.0,2.0,01.04.2020,1.0,,,,,"Grosswiesenstrasse 130 - 134, 8051 Zürich",2020-02-13,zuerich,2020-02-26,1957,,1.0,,,,,,,
22945378,Dachwohnung,3495.0,3300.0,195.0,130.0,2.5,4.0,01.05.2020,,,,,,"Münstergasse 12, 8001 Zürich",2020-02-13,zuerich,2020-02-26,,,,1.0,,,,,,
22947096,Wohnung,1380.0,1240.0,140.0,29.0,1.5,-1.0,sofort,,,,,,"Lommisweg 24, 8048 Zürich",,zuerich,2020-02-26,,,,,,,,,,
22947090,Wohnung,1340.0,1200.0,140.0,21.0,1.5,3.0,01.05.2020,,,,,,"Herrligstrasse 19, 8048 Zürich",2020-02-13,zuerich,2020-02-26,,,,,,,,,,
22945379,Wohnung,2100.0,1850.0,250.0,,3.0,0.0,01.03.2020,,,20.0,80.0,,"Waffenplatzstrasse 50, 8002 Zürich",2020-02-13,zuerich,2020-02-26,1927,,1.0,1.0,,,,,,
22945368,Wohnung,1635.0,1555.0,80.0,29.0,1.5,2.0,01.03.2020,1.0,1.0,,,3.0,"Eugen-Huber-Straße, 8048 Zürich",2020-02-13,zuerich,2020-02-26,2018,,,1.0,,,,,,
22950058,Wohnung,2760.0,2490.0,270.0,,4.5,2.0,01.05.2020,,1.0,,,,"Mattackerstrasse 3, 8052 Zürich",2020-02-13,zuerich,2020-02-26,2016,1.0,,,,,,,,
22943082,Wohnung,900.0,875.0,25.0,15.0,1.0,0.0,01.04.2020,1.0,,,,,"Neudorfstrasse, 8050 Zürich ZH",2020-02-13,zuerich,2020-02-26,,1.0,,,,,,,,
22946214,Wohnung,2610.0,2440.0,170.0,57.0,1.5,1.0,01.05.2020,,,,,4.0,"Gartenstrasse 6, 8002 Zürich",2020-02-13,zuerich,2020-02-26,2017,,,,,,,,,
22943165,Wohnung,2510.0,2250.0,260.0,65.0,3.0,4.0,,,,,,,8002 Zürich,2020-02-13,zuerich,2020-02-26,,,,,,,,,,
22945576,Loft,3730.0,3380.0,350.0,109.0,2.5,4.0,nachVereinbarung,,,,,,"Hardturmstrasse 90, 8005 Zürich",2020-02-13,zuerich,2020-02-26,,,,,,,,,,
22943130,Wohnung,1500.0,1350.0,150.0,50.0,1.0,3.0,31.03.2020,,,500.0,500.0,,"Eugen Huber-Strasse 65b, 8048 Zürich",,zuerich,2020-02-26,,,,,,500.0,500.0,,,
22946215,Wohnung,5120.0,4600.0,520.0,160.0,6.0,2.0,nachVereinbarung,,,200.0,600.0,4.0,"Im Schilf 10, 8044 Zürich",2020-02-13,zuerich,2020-02-26,1932,,,,,400.0,400.0,400.0,,
22946210,Wohnung,2390.0,2150.0,240.0,100.0,3.5,0.0,01.05.2020,,,,,,"Katzenbachstrasse 225, 8052 Zürich",2020-02-13,zuerich,2020-02-26,,,,,,,,,,
22941600,Attika,5570.0,5120.0,450.0,150.0,4.0,2.0,01.05.2020,1.0,1.0,,,3.0,"Witikonerstrasse 251, 8053 Zürich",2020-02-13,zuerich,2020-02-26,2012,1.0,,,1.0,,,,,1.0
22992840,Wohnung,1800.0,,,,2.5,,nachVereinbarung,,,,,,8055 Zürich ZH,2020-02-12,zuerich,2020-02-26,,,,,,,,,,
22937577,Wohnung,1980.0,1840.0,140.0,65.0,2.5,0.0,01.04.2020,1.0,,20.0,250.0,,"Witikonerstrasse 265, 8053 Zürich",2020-02-12,zuerich,2020-02-26,,1.0,,1.0,,,,,,1.0
22941576,Wohnung,1425.0,1325.0,100.0,25.0,1.0,1.0,01.05.2020,1.0,1.0,100.0,,,"Seefeldstrasse 255A, 8008 Zürich",2020-02-13,zuerich,2020-02-26,,,,,,,,,,
22941578,Wohnung,1350.0,1200.0,150.0,30.0,1.5,0.0,01.04.2020,,,,,,"Sempacherstrasse 79, 8032 Zürich",2020-02-13,zuerich,2020-02-26,,,,,,,,,,
22937553,Wohnung,1650.0,,,,1.0,3.0,01.04.2020,1.0,,30.0,100.0,,"LEHENSTEIG 7, 8037 Zürich",2020-02-12,zuerich,2020-02-26,,,,,,,,,,1.0
22937545,Wohnung,3200.0,,,90.0,3.5,1.0,,1.0,1.0,450.0,700.0,4.0,"Hadlaubstrasse 130, 8006 Zürich",2020-02-12,zuerich,2020-02-26,1981,,,1.0,,600.0,950.0,950.0,1500.0,
22938779,Wohnung,5850.0,5550.0,300.0,134.0,3.5,,nachVereinbarung,1.0,1.0,100.0,100.0,3.0,"Alte Feldeggstrasse, 8008 Zürich",2020-02-12,zuerich,2020-02-26,2009,,,,,300.0,500.0,500.0,,
22940363,Wohnung,2945.0,,,90.0,3.5,0.0,sofort,1.0,,,,6.0,"Susenbergstrasse 142, 8044 Zurich /Fluntern, 8044 Zürich ZH",2020-02-12,zuerich,2020-02-26,2017,1.0,,,,,,,,1.0
22940361,Wohnung,1460.0,1360.0,100.0,85.0,1.0,2.0,nachVereinbarung,1.0,,,,,8032 Zürich ZH,2020-02-12,zuerich,2020-02-26,,,,1.0,,,,,,
22937533,Wohnung,4390.0,4150.0,240.0,103.0,4.0,5.0,,,,5.0,10.0,,"Limmatquai 86 / Köngengasse 2, 8001 Zürich",2020-02-12,zuerich,2020-02-26,,,1.0,1.0,,,,,1500.0,
22936842,Wohnung,1550.0,,,,1.0,3.0,01.04.2020,1.0,,30.0,100.0,,"LEHENSTEIG 7, 8037 Zürich",,zuerich,2020-02-26,,,,1.0,,,,,,
22937534,Maisonette,4870.0,4550.0,320.0,110.0,3.5,5.0,01.04.2020,1.0,1.0,100.0,100.0,,"Niederdorfstrasse 67, 8001 Zürich",2020-02-12,zuerich,2020-02-26,,,1.0,1.0,,,,,,
22935374,Wohnung,4940.0,,,130.0,4.5,1.0,nachVereinbarung,,1.0,100.0,100.0,3.0,"Beethovenstrasse n/n, 8002 Zürich",2020-02-12,zuerich,2020-02-26,1940,,,1.0,,,,,,
22939388,Wohnung,1721.0,1560.0,161.0,55.0,2.0,4.0,01.06.2020,,1.0,200.0,600.0,6.0,"Ausstellungsstrasse 36, 8005 Zürich",2020-02-12,zuerich,2020-02-26,1987,,,,,400.0,300.0,300.0,,
22936594,Wohnung,1500.0,,,36.0,1.5,,01.07.2020,,,,,,8037 Zürich,2020-02-12,zuerich,2020-02-26,,,,,,,,,,
22934854,Wohnung,1975.0,1700.0,275.0,100.0,3.5,2.0,23.03.2020,1.0,,,,,"Lehfrauenweg 5, 8053 Zürich ZH",2020-02-12,zuerich,2020-02-26,,1.0,,1.0,,,,,,1.0
22937541,Wohnung,3490.0,3110.0,380.0,132.0,4.5,2.0,16.03.2020,,1.0,200.0,400.0,6.0,"Röntgenstrasse 22a, 8005 Zürich",2020-02-12,zuerich,2020-02-26,2015,,1.0,1.0,1.0,700.0,700.0,,,1.0
22937542,Wohnung,1240.0,1100.0,140.0,,1.0,1.0,01.04.2020,,,,,,"Universitätsstrasse 110, 8006 Zürich",2020-02-12,zuerich,2020-02-26,,,,,,,,,,
22940758,Wohnung,1065.0,875.0,190.0,36.0,1.0,0.0,01.05.2020,,,200.0,600.0,5.0,"Regensdorferstrasse 63, 8049 Zürich",2020-02-12,zuerich,2020-02-26,1955,,,,,,750.0,750.0,3100.0,
22930991,Wohnung,1700.0,,,,3.5,,nachVereinbarung,,,,,,8048 Zürich ZH,2020-02-12,zuerich,2020-02-26,,,,,,,,,,
22930152,Wohnung,1714.0,1425.0,289.0,58.0,2.5,2.0,01.05.2020,,1.0,300.0,500.0,4.0,"Imbisbühlsteig 10A, 8049 Zürich",2020-02-11,zuerich,2020-02-26,1995,,1.0,1.0,1.0,200.0,200.0,200.0,,
22936438,Wohnung,2010.0,1680.0,330.0,77.0,3.5,1.0,01.05.2020,,,270.0,490.0,,"Im Brächli 41, 8053 Zürich",2020-02-12,zuerich,2020-02-26,1955,,1.0,1.0,,260.0,1300.0,1300.0,,
22934782,Wohnung,4475.0,3985.0,490.0,188.0,5.5,2.0,sofort,1.0,1.0,450.0,700.0,5.0,"Hadlaubstrasse 130, 8006 Zürich",,zuerich,2020-02-26,1981,,,,,600.0,950.0,950.0,1500.0,
22929461,Wohnung,3200.0,2950.0,250.0,63.0,2.5,3.0,01.04.2020,1.0,1.0,200.0,200.0,3.0,"Etzelstrasse 37, 8038 Zürich",,zuerich,2020-02-26,2020,,,1.0,,200.0,200.0,200.0,1500.0,
22928855,Wohnung,2036.0,1826.0,210.0,67.0,3.0,0.0,01.04.2020,1.0,,5.0,,,"Hofwiesenstrasse 248, 8057 Zürich",2020-02-11,zuerich,2020-02-26,,,,1.0,,,,,,
22972561,Wohnung,900.0,,,,1.0,,nachVereinbarung,,,,,,8048 Zürich ZH,2020-02-12,zuerich,2020-02-26,,,,,,,,,,
22929695,Wohnung,1400.0,1320.0,80.0,24.0,1.0,0.0,sofort,,,100.0,200.0,3.0,"Fennergasse 5, 8008 Zürich",2020-02-11,zuerich,2020-02-26,1875,,,,,,,,2000.0,
22930385,Wohnung,3300.0,3075.0,225.0,,4.0,4.0,nachVereinbarung,,,200.0,400.0,,"Forchstrasse 84, 8008 Zürich",,zuerich,2020-02-26,1963,,,,,,,,4400.0,
22928821,Wohnung,1210.0,1000.0,210.0,23.0,1.0,1.0,01.04.2020,,,10.0,10.0,,"Zollstrasse 6, 8005 Zürich",2020-02-11,zuerich,2020-02-26,,,,,,,,,1500.0,
